"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"VREX","Varex Imaging Corp","13686083","-50.65","51.539","54.9363","49.118","50.56319","37.12502","0","42.3555","51.539","26.29","51.011","1.04","21.53","22.29","3.53",""
"CAMT","CAMTEK INC","1605425409","100","51.53","59.9978","48.995","45.59744","50","60.95986","54.20967","51.53","17.64","53.352","-3.42","28.27","28.56","1.03",""
"CCL","Carnival Corporation & plc","76474253","100","51.522","59.4633","47.879","47.22247","35.80726","1.48007","49.43921","51.522","32.04","52.585","-2.02","11.15","12.18","9.24",""
"CBRE","CBRE Group, Inc","386673","94.15","51.52","57.186","48.326","49.04853","3.40183","0.17911","42.72653","51.52","8.01","55.584","-7.31","75","77.13","2.84",""
"CUE","Cue Biopharma","766384121","27.3","51.52","63.3179","46.24","45.0032","50","62.9095","59.14073","51.52","44.23","47.226","9.09","4","4.11","2.75",""
"PDCO","Patterson Companies Inc","129099419","78.35","51.489","61.4119","46.659","46.39468","5.672975","0","45.41828","51.489","1.43","51.198","0.57","26.16","27.03","3.33",""
"DAR","Darling Ingredients Inc","294899","100","51.461","60.4751","44.384","49.52353","0","0","43.04606","51.461","14.6","53.129","-3.14","64.29","64.06","-0.36",""
"REPL","Replimune Group Inc","13119867","50","51.451","60.9385","48.649","44.76669","2.603905","0","51.42438","51.451","25.55","54.978","-6.42","19.25","18.99","-1.35",""
"KAR","KAR Auction Services Inc","594087462","50","51.433","65.0705","38.982","50.24686","22.3139","0.71312","50.23541","51.433","15.19","51.741","-0.6","15.29","15.41","0.78",""
"TRST","TrustCo Bank Corp NY","41353836","50","51.415","59.2927","45.745","49.20719","0","0","41.40873","51.415","4.7","57.969","-11.31","28.53","29.45","3.22",""
"CTG","Computer Task Group Incorporated","1082752","50","51.387","59.2515","46.684","48.22567","22.600175","30.02488","33.14786","51.387","5.22","54.871","-6.35","7","7.2","2.86",""
"MMYT","MakeMyTrip Limited","397988957","50","51.374","61.3259","47.35","45.44666","0","0","43.39558","51.374","19.02","53.139","-3.32","26.21","27.95","6.64",""
"NHI","National Health Investors Inc","231015","50","51.348","57.7886","45.805","50.45085","0","0","42.62532","51.348","7.82","52.654","-2.48","51.05","53.74","5.27",""
"DDOG","Datadog Inc","643645","50","51.327","55.6394","52.042","46.30106","11.07605","0","48.88144","51.327","51.78","52.399","-2.05","92.88","98.77","6.34",""
"GSM","Ferroglobe PLC","7577608","50","51.318","59.9191","47.666","46.36807","38.488315","32.21253","54.7882","51.318","24.46","53.299","-3.72","4.79","4.78","-0.21",""
"SAR","Saratoga Investment Corp","8070816","50","51.264","62.6636","39.833","51.29539","0.413565","0.76219","53.61699","51.264","19.54","54.377","-5.72","27.08","27.94","3.18",""
"RARE","Ultragenyx","144329368","50","51.241","57.6222","49.137","46.96526","3.252505","0","51.24315","51.241","26.3","50.933","0.6","50.07","50.85","1.56",""
"ARCC","Ares Capital Corporation","966466","88.7","51.234","61.0645","41.097","51.53979","2.44163","0.18076","43.25693","51.234","5.96","53.361","-3.99","18.68","19.09","2.19",""
"SAFT","Safety Insurance Group Inc","5342846","50","51.214","59.3661","44.331","49.94432","0","0","47.15417","51.214","0.05","54.52","-6.06","72","74.61","3.63",""
"LZ","LegalZoom.com Inc","984260","50","51.19","59.5001","45.581","48.4878","86.521115","100","54.7778","51.19","19.25","49.328","3.77","10.79","11.74","8.8",""
"DAC","Danaos Corporation","8383656","50","51.125","60.2644","46.076","47.03326","34.555845","20.20791","58.22374","51.125","9.2","50.184","1.88","59","60.99","3.37",""
"BWSN","BWSN","6809517","50","51.124","63.6607","40.911","48.79921","19.936955","17.68093","51.07181","51.124","0","49.96","2.33","23.68","23.88","0.84",""
"RIGL","Rigel Pharmaceuticals Inc","1392041260","50","51.1","66.282","45.706","41.31067","35.02096","8.08363","49.35706","51.1","66.1","54.134","-5.6","1.32","1.4","6.06",""
"NGVC","Natural Grocers by Vitamin Cottage Inc","50923753","50","51.08","60.1491","46.61","46.47943","65.323995","99.2649","50.41821","51.08","10.1","52.103","-1.96","11.5","10.58","-8",""
"RBA","Ritchie Bros Auctioneers","79124214","50","51.078","65.1875","37.399","50.64893","9.79889","1.33826","54.58797","51.078","1.08","52.492","-2.69","54.12","55.04","1.7",""
"GHRS","GH Research PLC","49140625","50","51.07","61.1342","48.318","43.75758","0","0.60639","55.11519","51.07","51.11","54.654","-6.56","11.28","11.98","6.21",""
"XP","Xp Inc","10127414","50","51.051","53.6228","52.492","47.0372","18.833735","1.26088","46.35118","51.051","42.78","48.699","4.83","18.53","19.02","2.64",""
"CASS","Cass Information Systems Inc","16954923","50","51.028","62.4927","41.969","48.62281","1.64074","0.34474","47.65924","51.028","7.56","60.939","-16.26","38.77","40.27","3.87",""
"BLRX","BioLineRx Ltd","9515058","50","51.003","64.5768","48.987","39.44518","97.572125","96.20321","66.45558","51.003","57.27","42.146","21.02","1.56","1.66","6.41",""
"SCL","Stepan Co","1111476","37.4","50.995","60.4936","45.844","46.64597","1.748895","0","37.97697","50.995","0.8","50.766","0.45","93.52","97.93","4.72",""
"IMOS","ChipMOS Technologies Inc","7377918","50","50.989","59.5408","44.631","48.79428","58.934935","100","54.83875","50.989","7.74","50.687","0.6","25.49","26.04","2.16",""
"SPPI","Spectrum Pharmaceuticals Inc","12267156","50","50.965","68.636","40.84","43.41759","50","60.12482","51.75325","50.965","100","52.399","-2.74","1.1","1.11","0.91",""
"KMT","Kennametal Inc","26304646","50","50.945","62.8858","38.329","51.61961","39.525105","14.58991","39.25856","50.945","7.48","56.723","-10.19","26.08","27.44","5.21",""
"MFIC","MidCap Financial Investment Corporation","3116156","50","50.925","60.7795","42.153","49.84183","2.987665","0.90355","51.10332","50.925","7.64","53.578","-4.95","11.54","12.05","4.42",""
"QTRX","Quanterix Corp","586998452","50","50.9","61.9008","44.778","46.02217","29.586155","7.91299","57.97465","50.9","92.76","51.028","-0.25","20.76","20.36","-1.93",""
"FNF","Fidelity National Financial, Inc","3959519","90.95","50.893","57.7271","43.046","51.90638","7.29334","0","47.21222","50.893","0.84","52.422","-2.92","34.6","35.14","1.56",""
"SLAM","Slam Corp","148614164","50","50.876","99.8","15.333","37.49537","100","100","64.55438","50.876","1.63","50.499","0.75","10.53","10.54","0.09",""
"PK","Park Hotels & Resorts Inc","1085785","36.9","50.84","55.6765","47.85","48.99335","26.993165","2.25925","53.67878","50.84","16.25","53.597","-5.14","13.02","13.74","5.53",""
"MVIS","Microvision Inc","47504536","50","50.838","48.0979","60.56","43.85612","23.154515","5.54839","47.06335","50.838","159.5","51.637","-1.55","3.69","4.91","33.06",""
"KRT","Karat Packaging Inc","153046129","50","50.787","59.9306","46.129","46.30204","10.31298","0.66984","28.71417","50.787","17.82","52.208","-2.72","15.71","16","1.85",""
"MTX","Minerals Technologies Inc","12957945","73.2","50.76","62.7827","39.841","49.65657","19.88377","0","52.19475","50.76","3.89","50.703","0.11","58.05","58.48","0.74",""
"RC","Ready Capital Corp","28582266","50","50.749","55.7481","43.812","52.68687","0","0","41.27657","50.749","8","52.529","-3.39","10.22","10.68","4.5",""
"AMN","AMN Healthcare Services Inc","883611","100","50.738","61.0526","40.912","50.24982","22.049255","0","39.80696","50.738","13.99","51.007","-0.53","95.85","99.59","3.9",""
"AQST","Aquestive Therapeutics Inc","764042","-83.35","50.714","66.7467","42.437","42.95935","85.098515","84.58496","59.25944","50.714","93.53","44.21","14.71","2.25","2.26","0.44",""
"LADR","Ladder Capital Corp Class A","146596099","50","50.714","57.4413","43.909","50.79281","0","0","46.42206","50.714","9.18","54.781","-7.42","9.37","10.08","7.58",""
"PHD","Pioneer Floating Rate Trust","2799693","50","50.706","47.5246","58.298","46.29416","19.96741","3.95025","59.97914","50.706","0.23","52.814","-3.99","8.34","8.44","1.2",""
"SPNS","Sapiens International Corporation NV","288625","50","50.7","58.3048","49.66","44.13402","50","16.19677","49.17844","50.7","24.9","50.377","0.64","24.4","25.41","4.14",""
"BLBX","Blackboxstocks Inc","1316101","50","50.657","74.5633","34.572","42.83532","50","91.09404","79.69913","50.657","32.4","64.882","-21.92","3.69","3.57","-3.25",""
"TD","The Toronto-Dominion Bank","16040268","70.8","50.657","57.99","44.65","49.33235","0","0","52.09644","50.657","2.43","50.897","-0.47","57.09","58.77","2.94",""
"EPSN","Epsilon Energy Ltd","9776464","50","50.586","61.1578","40.357","50.2439","37.819215","1.8673","38.9591","50.586","5.64","53.464","-5.38","5.09","5","-1.77",""
"BHE","Benchmark Electronics Inc","4448509","50","50.571","59.2483","42.113","50.35033","24.263625","0","40.22789","50.571","11.93","53.198","-4.94","23.34","24.43","4.67",""
"NNOX","Nano X Imaging Ltd","42889842","100","50.567","51.6348","54.064","46.00345","0","0","50.25895","50.567","252.85","51.719","-2.23","18.17","21.27","17.06",""
"PLOW","Douglas Dynamics Inc","201495688","50","50.565","56.7349","50.689","44.27199","0","0","40.494","50.565","1.41","56.153","-9.95","29.18","29.98","2.74",""
"VECO","Veeco Instruments Inc","109710570","50","50.547","60.3426","46.579","44.72037","50","44.03677","39.15138","50.547","32.53","53.227","-5.04","23.53","25.08","6.59",""
"FBIZ","First Business Financial Services","14514596","50","50.396","61.1791","41.073","48.93521","0","0","48.29901","50.396","2.67","56.21","-10.34","27.32","28.51","4.36",""
"BOE","BlackRock Global Opportunities Equity Trust","19642717","50","50.353","59.8248","42.769","48.46514","28.15936","12.62532","56.97567","50.353","1.18","48.402","4.03","9.74","9.85","1.13",""
"AIO","Virtus AllianzGI Artificial Intell & Tech Opps","319937939","50","50.346","52.1603","49.881","48.9963","31.68905","27.09029","49.66692","50.346","1.76","50.75","-0.8","16.48","17.16","4.13",""
"PRFT","Perficient Inc","29738876","50","50.33","52.4732","50.047","48.47105","17.309895","0","44.94311","50.33","20.41","52.243","-3.66","77.87","78.71","1.08",""
"ALTG","Alta Equipment Group Inc","2739253","100","50.278","71.449","28.098","51.28554","50","14.60368","57.50834","50.278","13.32","68.295","-26.38","14.25","14.5","1.75",""
"PSEC","Prospect Capital Corporation","19520220","50","50.244","59.0044","39.298","52.42966","1.467275","0","46.19685","50.244","1.32","52.37","-4.06","6.22","6.27","0.8",""
"SLRC","SLR Investment Corp","103039328","50","50.079","59.3377","38.153","52.746","32.653035","19.80671","45.53811","50.079","0.34","52.056","-3.8","13.84","14.28","3.18",""
"SLVO","Credit Suisse X-Links Silver Shares Covered Call ETN","12469535","50","50.048","54.7265","46.891","48.52722","50","5.8051","47.36313","50.048","2.87","44.093","13.51","74.22","75.6","1.86",""
"RITM","Rithm Capital Corp.","304994","50","50.037","58.7455","40.246","51.11801","0","0","43.82641","50.037","7.33","51.998","-3.77","7.96","8.6","8.04",""
"RDVT","Red Violet Inc","28085891","50","50.004","53.6897","50.894","45.42695","6.867205","0","40.99102","50.004","45.63","53.796","-7.05","19.96","20.66","3.51",""
"PFH","CABCO Trust for JC Penney Debentures","105119827","79.6","49.989","59.6978","41.682","48.58635","50","70.84645","67.66529","49.989","1.3","44.888","11.36","19.43","20.63","6.18",""
"TRU","TransUnion","522264","86.8","49.972","54.5342","49.35","46.03203","33.35037","0","51.25705","49.972","15.19","49.88","0.18","71.3","74.46","4.43",""
"DRRX","Durect Corporation","215529","50","49.884","65.2082","46.476","37.96896","42.035085","0","47.15789","49.884","60.09","50.382","-0.99","6.02","5.76","-4.32",""
"USOI","Credit Suisse X-Links Crude Oil Shares Covered Call ETN","3237399","32.7","49.863","55.6077","43.162","50.81843","11.846685","19.40319","47.38296","49.863","1.94","49.466","0.8","75.02","74.43","-0.79",""
"AORT","Artivion Inc","53107734","50","49.851","61.6631","40.557","47.33383","22.71781","36.53537","52.90651","49.851","10.92","47.213","5.59","14.21","15.29","7.6",""
"CCB","Coastal Financial Corp","4128392","50","49.819","60.3542","42.897","46.20448","0","0","39.12096","49.819","11.24","59.79","-16.68","34.83","37.63","8.04",""
"HRZN","Horizon Technology Finance","3904390","50","49.789","59.3206","38.591","51.45504","1.63516","0","50.48631","49.789","14.27","49.895","-0.21","13","12.05","-7.31",""
"GBDC","Golub Capital BDC Inc","92966474","50","49.742","58.3033","43.381","47.54077","13.87545","0.59088","47.97027","49.742","2.96","50.71","-1.91","13.1","13.24","1.07",""
"TBB","AT&T Inc. 5.35% GLB NTS 66","87717578","33.65","49.688","60.0795","43.265","45.72062","47.997715","54.58426","48.7091","49.688","1.6","47.577","4.44","23.73","24.02","1.22",""
"HQL","Tekla Life Sciences Investors","115699394","50","49.668","52.0292","48.438","48.53708","1.009075","0","47.9093","49.668","0.85","49","1.36","13.19","13.58","2.96",""
"PTMN","Portman Ridge Finance Corp","370280963","50","49.571","56.8416","47.299","44.57354","0","2.81234","46.19","49.571","2.91","54.341","-8.78","19.07","19.21","0.73",""
"SOJE","Southern Company","18392707","34.35","49.561","60.7204","39.629","48.33309","54.871335","98.41228","54.44336","49.561","5.01","45.717","8.41","20.3","21.33","5.07",""
"MMT","MFS Multimarket Income Trust","15653700","50","49.546","50.3129","54.379","43.94481","35.35648","2.65281","51.71494","49.546","0","48.947","1.22","4.45","4.51","1.35",""
"TAC","TransAlta Corp","128265436","50","49.523","59.4393","42.828","46.30204","24.193715","14.48002","46.59019","49.523","14.69","48.305","2.52","9.47","9.88","4.33",""
"THQ","Tekla Healthcare Opportunities","171035277","50","49.503","55.6236","45.271","47.6137","14.00853","11.76339","45.99965","49.503","1.42","47.865","3.42","18","18.7","3.89",""
"MFM","MFS Municipal Income Trust","66624650","50","49.499","50.0118","57.574","40.91155","42.149805","24.87468","52.46708","49.499","2.53","46.964","5.4","4.95","5.06","2.22",""
"NYMT","New York Mortgage Trust Inc","24334426","50","49.404","57.4189","43.35","47.44321","6.82747","0","40.67725","49.404","1.97","46.962","5.2","9.31","10.27","10.31",""
"CSWC","Capital Southwest Corporation","56101602","50","49.384","54.9041","40.387","52.86228","17.20555","3.29346","43.25741","49.384","2.79","49.564","-0.36","18.22","18.69","2.58",""
"MIN","MFS Intermediate Income Trust","1472546","50","49.38","46.6123","64.543","36.98349","20.318985","3.27887","48.76974","49.38","4.36","47.378","4.23","2.77","2.85","2.89",""
"PFLT","PennantPark Floating Rate Capital Ltd","1054981717","50","49.357","60.5297","30.935","56.60705","11.960325","7.57027","47.90603","49.357","4.09","49.398","-0.08","10.8","10.78","-0.19",""
"WHF","WhiteHorse Finance","10556802","50","49.289","58.6756","37.77","51.42153","2.679335","0.58865","44.09526","49.289","0.56","50.085","-1.59","11.66","11.74","0.69",""
"LEG","Leggett & Platt Inc","46462984","12.85","49.255","54.9041","44.027","48.8337","0","0","48.63006","49.255","5.81","50.073","-1.63","31.69","31.69","0",""
"KOPN","Kopin Corporation","30753710","50","49.249","52.0203","52.656","43.07169","25.17412","0","44.40636","49.249","147.52","50.496","-2.47","1.62","2.09","29.01",""
"FCF","First Commonwealth Financial","67693007","50","49.245","57.0934","42.792","47.84922","0.852515","0.16905","48.35574","49.245","14.12","56.174","-12.33","12.88","13.59","5.51",""
"AUTL","Autolus Therapeutics Ltd","688655","50","49.208","58.402","42.173","47.04903","11.4139","28.02341","44.48207","49.208","87.5","49.696","-0.98","3.07","2.9","-5.54",""
"RXRX","Recursion Pharmaceuticals Inc","6790517","50","49.174","54.4244","44.45","48.64745","0","0","39.96367","49.174","86.68","52.826","-6.91","8.64","8.23","-4.75",""
"MFA","MFA Financial Inc","117836839","50","49.147","56.3384","44.381","46.72087","0","0","44.98139","49.147","8.54","48.525","1.28","10.21","11.14","9.11",""
"ATOM","Atomera Inc","42898902","50","49.125","50.6024","48.405","48.36659","18.831155","0","41.29786","49.125","94.2","50.677","-3.06","9.45","8.65","-8.47",""
"FPI","Farmland Partners Inc","37474259","50","49.061","58.4298","43.58","45.17172","11.593745","0","45.26937","49.061","11.11","48.32","1.53","11.11","11.76","5.85",""
"ABUS","Arbutus Biopharma Corp","585355","50","49.044","73.1058","26.163","47.86302","70.35197","98.68091","57.8126","49.044","2.72","47.977","2.22","2.49","2.58","3.61",""
"HTGC","Hercules Capital Inc","61827625","50","49.001","59.5153","39.754","47.73392","5.41711","2.26223","49.01234","49.001","15.94","53.406","-8.25","14.17","14.7","3.74",""
"GT","Goodyear Tire & Rubber Co","289521571","63.55","48.988","59.1705","37.756","50.03794","16.63336","4.07871","48.11632","48.988","44.6","49.747","-1.53","14.2","13.44","-5.35",""
"EQC","Equity Commonwealth","213038028","50","48.982","56.0564","42.631","48.25819","10.138735","0","38.24219","48.982","3.33","48.658","0.67","20.54","20.69","0.73",""
"TRIN","Trinity Capital Inc","6226264","50","48.944","59.9945","37.052","49.78665","50","31.417","56.04586","48.944","6.16","51.546","-5.05","12.29","12.74","3.66",""
"TSLX","Sixth Street Specialty Lending Inc","90609453","50","48.778","54.7483","39.642","51.94481","12.77657","1.70318","53.28024","48.778","5.15","50.472","-3.36","18","18.64","3.56",""
"CCAP","Crescent Capital BDC Inc","999379322","50","48.683","56.6358","41.088","48.3252","33.8201","8.18047","55.64236","48.683","0","50.287","-3.19","13.5","13.65","1.11",""
